
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39269.2,41626.8,60.2078,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
39225.5,41635,56.1776,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
