
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
88.4453,35,27.5229,um,Surface,BoundingBoxAA Length,1,ATMgroup,2,
21.6133,27.5938,27.9463,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
