
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1638.8,um^3,Cell,1,TVC,0,
3062.42,um^3,Cell,1,TVC,1,
3201.51,um^3,Cell,1,TVC,2,
1905.76,um^3,Cell,1,TVC,3,
2981.24,um^3,Cell,1,ATM,4,
4386.39,um^3,Cell,1,ATM,5,
