
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.511788,-0.36603,-0.777236,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.055533,0.0129321,0.998373,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
