
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
23.2734,48.5547,24.2172,um,Surface,BoundingBoxAA Length,1,ATM,6,
63.2852,28.0938,32.2896,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
