
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41318,49172,96.4754,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
41277.5,49136.8,118.659,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
