
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
88.4414,42.0781,27.9462,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
27.0156,23.8828,30.4867,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
