
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36498.3,42599.7,51.4019,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
36444.7,42573.6,63.6851,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
