
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
30685.8,75144.1,42.1104,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
30714.6,75157.6,43.322,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
30663.4,75134.8,43.3509,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
30652.2,75127.7,44.9408,um,Cell,Cell Center of Homogeneous Mass,1,ATM,11,
30672.4,75068.5,43.5093,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
30675,75055.6,45.2718,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
