
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0732243,,Cell,1,ATM,0,
0.0417301,,Cell,1,ATM,1,
0.131188,,Cell,1,TVC,2,
0.162885,,Cell,1,TVC,3,
0.0932926,,Cell,1,TVC,4,
0.0724684,,Cell,1,TVC,5,
