
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.563892,,Cell,1,TVC,0,
0.539933,,Cell,1,TVC,1,
0.330579,,Cell,1,TVC,2,
0.339973,,Cell,1,TVC,3,
0.286639,,Cell,1,ATM,4,
0.224886,,Cell,1,ATM,5,
