
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.647209,-0.761963,0.0230734,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
-0.500266,-0.841587,0.20363,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
