
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35067.7,58229.3,10.4073,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
35056.9,58219.3,14.4766,um,Cell,Cell Center of Homogeneous Mass,1,ATM,2,
35087,58253.7,20.3043,um,Cell,Cell Center of Homogeneous Mass,1,ATM,3,
35075.7,58240.7,19.6398,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
35020.2,58203.6,43.8564,um,Cell,Cell Center of Homogeneous Mass,1,TVC,9,
35027.4,58198,46.1592,um,Cell,Cell Center of Homogeneous Mass,1,TVC,11,
