
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.430447,-0.101439,-0.896898,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
-0.280832,-0.293313,-0.913839,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
