
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42448.3,64340.3,153.493,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
42426.3,64361.6,153.193,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
42431.9,64291.5,125.767,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
42436.5,64298.5,120.513,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
42435.1,64305.1,124.645,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
42432.9,64299.6,132.096,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
