
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1564.55,um^2,Cell,1,TVC,1,
659.031,um^2,Cell,1,TVC,2,
638.549,um^2,Cell,1,TVC,4,
1468.31,um^2,Cell,1,TVC,8,
4178.31,um^2,Cell,1,ATM,9,
3458.73,um^2,Cell,1,ATM,10,
