
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.074504,,Cell,1,ATM,2,
0.0752215,,Cell,1,ATM,3,
0.0753436,,Cell,1,TVC,4,
0.0975346,,Cell,1,TVC,5,
0.0832675,,Cell,1,TVC,6,
0.114953,,Cell,1,TVC,7,
