
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42189.4,54471.9,-18.0225,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
42213.2,54429.6,-16.2006,um,Cell,Cell Center of Homogeneous Mass,1,ATM,2,
42264.6,54407.7,0.558455,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
42273.8,54401.4,5.00241,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
42262.8,54406,11.1493,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
42270.9,54396.3,15.1039,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
