
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.542545,-0.759124,-0.359689,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
0.46869,-0.881772,0.0529841,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
