
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.22481,um,Cell,1,ATM,0,
10.7409,um,Cell,1,ATM,1,
7.70947,um,Cell,1,TVC,2,
7.21179,um,Cell,1,TVC,3,
7.99981,um,Cell,1,TVC,4,
