
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.29691,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000000,
8.53171,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,2,100000001,
2.10612,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000002,
3.62335,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000003,
1.33137,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000004,
