
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.9262,um,Surface,1,TVCgroup,0,
10.0256,um,Surface,1,ATMgroup,4,
