
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
97091.7,um,Nucleus,Nucleus Distance from Origin,1,ATM,6,100000004,
97089.8,um,Nucleus,Nucleus Distance from Origin,1,ATM,7,100000005,
97072.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,2,100000000,
97066.1,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000001,
97074.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000002,
97069.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000003,
