
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.335261,-0.482001,-0.809491,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.403246,-0.913564,-0.0528592,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
