
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.69739,um,Surface,1,TVCgroup,0,
6.86494,um,Surface,1,ATMgroup,4,
