
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.959282,0.123213,-0.254158,um,Cell,Cell Ellipsoid Axis A,1,ATM,3,
-0.0524914,0.214778,-0.975251,um,Cell,Cell Ellipsoid Axis A,1,ATM,5,
-0.489151,-0.790582,-0.36839,um,Cell,Cell Ellipsoid Axis A,1,TVC,0,
0.088861,0.381937,0.919907,um,Cell,Cell Ellipsoid Axis A,1,TVC,1,
0.575563,-0.670605,0.467991,um,Cell,Cell Ellipsoid Axis A,1,TVC,2,
0.0853321,-0.128493,0.988032,um,Cell,Cell Ellipsoid Axis A,1,TVC,4,
