
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
16.6454,um,Surface,1,TVCgroup,0,
65.0824,um,Surface,1,ATMgroup,2,
