
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.12617,9.88135,12.0069,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,2,100000002,
7.22674,11.5491,12.5775,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,3,100000003,
4.33607,6.30288,7.86449,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
5.97438,7.99525,8.21512,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,6,100000006,
4.10546,5.79547,6.89443,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,8,100000008,
5.57071,7.35112,8.56696,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,9,100000009,
