
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.6184,um,Cell,1,TVC,0,
10.8374,um,Cell,1,TVC,1,
10.7694,um,Cell,1,ATM,2,
10.4822,um,Cell,1,ATM,3,
