
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
29888.2,58949.7,59.3952,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
29799.1,59023.9,31.2312,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
