
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.54173,um,Cell,1,TVC,0,
5.60927,um,Cell,1,TVC,1,
8.86217,um,Cell,1,TVC,2,
8.25465,um,Cell,1,TVC,3,
9.1414,um,Cell,1,ATM,4,
9.06782,um,Cell,1,ATM,5,
