
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
33319.7,46358.8,100.515,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
33367.1,46283.9,79.5123,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
