
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
33320.2,46360,100.995,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
33366.8,46284.4,79.9814,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
