
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
14.0779,16.1065,23.125,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
10.5822,15.0386,19.2933,um,Cell,Cell BoundingBoxOO Length,1,TVC,7,
13.5529,20.994,25.2461,um,Cell,Cell BoundingBoxOO Length,1,TVC,8,
16.1727,22.8938,27.1199,um,Cell,Cell BoundingBoxOO Length,1,TVC,9,
17.7595,22.6148,46.1563,um,Cell,Cell BoundingBoxOO Length,1,TVC,11,
