
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
60.2891,76.2109,30.9102,um,Surface,BoundingBoxAA Length,1,ATMgroup,3,
29.5742,31.2813,19.0542,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
