
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
486.066,um^2,Nucleus,1,ATM,3,100000001,
651.517,um^2,Nucleus,1,ATM,5,100000003,
220.365,um^2,Nucleus,1,TVC,6,100000004,
131.364,um^2,Nucleus,1,TVC,8,100000006,
