
Nucleus Ellipsoid Axis B
 ==================== 
Nucleus Ellipsoid Axis B X,Nucleus Ellipsoid Axis B Y,Nucleus Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.683989,-0.689022,0.239599,um,Nucleus,Nucleus Ellipsoid Axis B,1,ATM,2,100000002,
0.925823,-0.344126,0.1563,um,Nucleus,Nucleus Ellipsoid Axis B,1,ATM,3,100000003,
0.88389,0.443818,0.147527,um,Nucleus,Nucleus Ellipsoid Axis B,1,ATM,4,100000004,
0.265122,-0.96346,-0.0381445,um,Nucleus,Nucleus Ellipsoid Axis B,1,TVC,0,100000000,
0.383892,-0.919207,0.0876645,um,Nucleus,Nucleus Ellipsoid Axis B,1,TVC,1,100000001,
