
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.292792,,Cell,1,TVC,0,
0.299548,,Cell,1,TVC,1,
0.510205,,Cell,1,TVC,2,
0.336937,,Cell,1,TVC,4,
0.812892,,Cell,1,ATM,8,
0.750952,,Cell,1,ATM,9,
