
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.623723,,Nucleus,1,TVC,1,100000000,
0.607219,,Nucleus,1,TVC,2,100000001,
0.612466,,Nucleus,1,TVC,3,100000002,
0.636143,,Nucleus,1,TVC,4,100000003,
0.620363,,Nucleus,1,ATM,7,100000006,
0.592362,,Nucleus,1,ATM,9,100000008,
