
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.49291,um,Cell,1,TVC,0,
6.21225,um,Cell,1,TVC,2,
5.66144,um,Cell,1,TVC,3,
7.36931,um,Cell,1,TVC,5,
9.16533,um,Cell,1,ATM,7,
8.18027,um,Cell,1,ATM,8,
