
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43085.5,67473,147.939,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
43134.5,67525.8,173.451,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
