
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
5905.96,um^3,Cell,1,ATM,3,
7027.85,um^3,Cell,1,ATM,4,
1147.59,um^3,Cell,1,TVC,6,
1418.06,um^3,Cell,1,TVC,7,
808.248,um^3,Cell,1,TVC,8,
1351.79,um^3,Cell,1,TVC,9,
1089.74,um^3,Cell,1,TVC,10,
