
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.9648,19.9102,63.291,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
17.375,25.8672,27.4277,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
