
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.383502,,Cell,1,ATM,2,
0.398399,,Cell,1,ATM,3,
0.408255,,Cell,1,TVC,4,
0.409432,,Cell,1,TVC,5,
0.409848,,Cell,1,TVC,6,
0.432258,,Cell,1,TVC,7,
