
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
72.1506,um,Surface,1,ATMgroup,0,
18.5856,um,Surface,1,TVCgroup,2,
