
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32726.8,63445.1,-53.0658,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
32656.8,63394.6,-77.9253,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
