
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.671085,-0.0851116,0.736479,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.284911,0.170727,-0.943227,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
