
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.95206,um,Nucleus,1,TVC,1,100000000,
3.7321,um,Nucleus,1,ATM,0,100000001,
3.1106,um,Nucleus,1,TVC,2,100000002,
3.4701,um,Nucleus,1,TVC,3,100000003,
2.69409,um,Nucleus,1,TVC,4,100000004,
2.70162,um,Nucleus,1,TVC,5,100000005,
2.78235,um,Nucleus,1,TVC,7,100000007,
