
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.44541,0.353007,0.822798,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.147093,0.263647,-0.953338,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
