
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
4.35145,um,Nucleus,1,ATM,6,100000002,
4.41642,um,Nucleus,1,ATM,7,100000003,
3.1756,um,Nucleus,1,TVC,10,100000007,
2.6149,um,Nucleus,1,TVC,11,100000008,
3.18623,um,Nucleus,1,TVC,12,100000009,
2.20517,um,Nucleus,1,TVC,15,100000012,
