
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.353199,0.530523,-0.770581,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.342558,0.939461,-0.008215,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
