
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
10.7374,um,Surface,1,ATMgroup,0,
7.08055,um,Surface,1,TVCgroup,2,
