
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.515029,,Cell,1,TVC,1,
0.51159,,Cell,1,TVC,3,
0.510828,,Cell,1,TVC,4,
0.496752,,Cell,1,TVC,6,
0.419793,,Cell,1,ATM,9,
0.512701,,Cell,1,ATM,10,
0.535507,,Cell,1,ATM,11,
