
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35737.8,56853.5,7.28218,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
35767.8,56788.8,-24.7805,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
