
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
35738.1,56853.6,7.29683,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
35768.3,56789.2,-24.6367,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
