
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41962.9,44581.5,76.133,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,2,
42012,44547.7,80.1293,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
