
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37199.6,56644.8,-16.1926,um,Surface,2,Center of Image Mass,Image 1,1,ATM,4,
37206.9,56610.6,-0.686341,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
