
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
74.5889,um,Surface,1,ATMgroup,0,
23.8708,um,Surface,1,TVCgroup,2,
