
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.44456,um,Surface,1,TVCgroup,0,
7.28185,um,Surface,1,ATMgroup,2,
