
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
33932.1,51370.9,73.6913,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000005,
33978.4,51345.1,28.6542,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,1,100000000,
33980.3,51333.2,29.6201,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000001,
33985.7,51337.3,30.0289,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000002,
33969.5,51341.1,32.3336,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000003,
33969.7,51331.1,49.4578,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000004,
