
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.878043,,Cell,1,ATM,0,
0.279195,,Cell,1,TVC,1,
0.22504,,Cell,1,TVC,2,
0.285011,,Cell,1,TVC,3,
0.480815,,Cell,1,TVC,4,
0.372427,,Cell,1,TVC,5,
