
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.1224,um,Surface,1,ATMgroup,0,
9.51501,um,Surface,1,TVCgroup,2,
