
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
44669.9,52398.4,-20.4339,um,Surface,Position,1,ATMgroup,0,
44675.2,52374.1,-47.2893,um,Surface,Position,1,TVCgroup,1,
