
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
35830.9,93737.5,21.0501,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
35812.9,93811,-0.296735,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
